ntn,name,business,capital
4719059-2,Royal Associates,Construction,50000000.0
6775753-4,Allied International,Food & Beverage,500000000.0
9116240-4,Capital Traders,Trading,50000000.0
6875251-3,Crescent Builders,Food & Beverage,50000000.0
1827504-4,Metro Builders,Textile,50000000.0
6666278-9,Pak Traders,Real Estate,50000000.0
6602346-4,Summit Enterprises,Logistics,50000000.0
4795390-4,Capital Industries,IT Services,500000000.0
7036254-7,Capital Enterprises,Trading,50000000.0
1682560-0,Premier Associates,Food & Beverage,50000000.0
5824946-1,Crescent Enterprises,Pharmaceuticals,500000000.0
4118551-1,Capital Industries,Construction,50000000.0
9986800-5,Premier Associates,Logistics,50000000.0
3192000-5,Metro International,Trading,50000000.0
5335665-8,Pak Associates,IT Services,50000000.0
2910814-4,Allied Associates,Import/Export,50000000.0
4605572-7,Royal (Pvt) Ltd,Logistics,50000000.0
6579119-2,Pak (Pvt) Ltd,Pharmaceuticals,50000000.0
3841791-2,Summit Associates,Real Estate,50000000.0
9981145-3,Capital Traders,Food & Beverage,50000000.0
7208412-4,Allied Associates,Real Estate,50000000.0
6727896-2,Premier (Pvt) Ltd,Logistics,500000000.0
2765644-8,Premier Traders,Textile,50000000.0
1470688-7,Global Holdings,Import/Export,500000000.0
8576387-5,Global Builders,IT Services,500000000.0
8677171-4,Star Traders,Logistics,500000000.0
3589843-1,Capital Industries,Import/Export,50000000.0
5424135-6,Star Traders,Import/Export,50000000.0
3039987-1,Crescent Builders,Pharmaceuticals,50000000.0
7263157-5,Royal Holdings,Trading,50000000.0
2621812-0,Royal Holdings,Real Estate,50000000.0
1652313-7,Summit Enterprises,Food & Beverage,50000000.0
2530860-4,Apex Industries,Real Estate,50000000.0
5655066-2,Allied (Pvt) Ltd,Import/Export,50000000.0
9966510-7,Crescent International,Import/Export,50000000.0
7497638-4,Pak Traders,Import/Export,50000000.0
7687697-3,Allied Industries,Textile,50000000.0
3031334-3,United Traders,Textile,500000000.0
1738214-6,Global Associates,Textile,500000000.0
7647933-1,Metro Industries,Import/Export,500000000.0
4324700-7,Summit Traders,Logistics,50000000.0
5016678-0,Crescent Associates,Import/Export,50000000.0
4288294-2,Royal Industries,Food & Beverage,50000000.0
9217888-8,United (Pvt) Ltd,Import/Export,500000000.0
5923403-1,Global Industries,Textile,50000000.0
6320286-3,Apex (Pvt) Ltd,IT Services,500000000.0
2928657-1,Premier Associates,Logistics,50000000.0
4525619-1,Metro Industries,Real Estate,50000000.0
3387801-6,Summit International,IT Services,50000000.0
4087075-2,Pak Holdings,Trading,500000000.0
8486146-8,Global Associates,Logistics,500000000.0
1902453-4,Apex Enterprises,Trading,500000000.0
5386473-3,Premier Builders,Pharmaceuticals,50000000.0
9305235-3,Star Holdings,Import/Export,500000000.0
6974398-2,Capital International,IT Services,50000000.0
3533181-4,Premier (Pvt) Ltd,Pharmaceuticals,50000000.0
8159516-4,Allied Builders,Construction,50000000.0
5648692-8,Global Enterprises,Construction,50000000.0
7439227-3,Summit Traders,IT Services,50000000.0
4103240-1,Star (Pvt) Ltd,Trading,50000000.0
7970466-1,Star Industries,Construction,50000000.0
9354514-6,Allied Holdings,Import/Export,500000000.0
4037784-1,Summit Industries,Logistics,50000000.0
7608706-3,Allied Traders,Real Estate,50000000.0
1791074-8,Allied Industries,Pharmaceuticals,50000000.0
5466859-9,Royal Enterprises,Food & Beverage,50000000.0
3364713-6,Apex Builders,Trading,50000000.0
1147446-6,Star Holdings,Import/Export,50000000.0
3865106-6,Crescent Industries,Import/Export,50000000.0
7507986-8,United International,Real Estate,50000000.0
6185856-9,Metro International,IT Services,50000000.0
9465627-4,United Holdings,Trading,50000000.0
8250940-5,Summit Enterprises,IT Services,500000000.0
6130635-2,Star International,Food & Beverage,500000000.0
5379270-8,Star Industries,IT Services,50000000.0
2178148-7,Metro Holdings,Real Estate,50000000.0
3091808-1,Allied Enterprises,IT Services,50000000.0
5794156-6,Capital (Pvt) Ltd,Pharmaceuticals,50000000.0
7339011-8,Pak Builders,IT Services,50000000.0
6627172-1,Crescent Enterprises,Logistics,50000000.0
4075801-0,Metro Enterprises,IT Services,500000000.0
6179476-7,Pak (Pvt) Ltd,Food & Beverage,50000000.0
9369485-7,Star International,Construction,50000000.0
8732735-5,Summit Holdings,Construction,50000000.0
1304789-9,Royal Enterprises,IT Services,50000000.0
4463388-7,Metro Builders,Logistics,500000000.0
8857230-0,Royal (Pvt) Ltd,Food & Beverage,50000000.0
4224227-3,Crescent (Pvt) Ltd,Logistics,500000000.0
1481774-6,Royal International,Real Estate,500000000.0
6399840-7,Crescent Industries,Real Estate,500000000.0
4847386-7,Apex Traders,IT Services,50000000.0
5302333-1,Crescent Associates,IT Services,50000000.0
6535783-9,Capital Holdings,Food & Beverage,50000000.0
9855792-4,Summit Enterprises,Construction,50000000.0
6494808-6,Metro Enterprises,Textile,50000000.0
4447594-3,United Associates,Import/Export,50000000.0
4500537-7,Allied Industries,Import/Export,500000000.0
5173490-6,United (Pvt) Ltd,Construction,50000000.0
7874986-7,Metro Associates,Trading,50000000.0
6335352-7,Premier Associates,Pharmaceuticals,50000000.0
6069169-6,Royal Builders,Real Estate,500000000.0
3717859-1,Global Industries,Food & Beverage,500000000.0
9106520-6,Crescent Traders,Pharmaceuticals,50000000.0
5168553-6,Crescent (Pvt) Ltd,Textile,500000000.0
6549522-7,Apex (Pvt) Ltd,Food & Beverage,500000000.0
8075946-4,Capital Industries,IT Services,50000000.0
1838510-6,Metro Traders,IT Services,50000000.0
6567217-4,Crescent Industries,Pharmaceuticals,50000000.0
6528438-0,Metro Enterprises,Import/Export,50000000.0
4235117-3,Premier Holdings,Pharmaceuticals,50000000.0
4498372-5,Crescent (Pvt) Ltd,Textile,500000000.0
1324386-4,Summit Builders,Real Estate,50000000.0
6755059-9,Premier Holdings,Logistics,500000000.0
5252858-6,Premier International,Real Estate,50000000.0
4226595-8,Premier (Pvt) Ltd,IT Services,50000000.0
1691552-4,Summit Traders,IT Services,50000000.0
5278529-0,Crescent (Pvt) Ltd,Pharmaceuticals,500000000.0
2786166-4,United Enterprises,Import/Export,500000000.0
2862253-2,Allied Holdings,Logistics,50000000.0
3456868-4,Summit Industries,Import/Export,500000000.0
4790361-9,United (Pvt) Ltd,Pharmaceuticals,50000000.0
7328731-0,Summit Holdings,Textile,50000000.0
5019895-6,Royal (Pvt) Ltd,Real Estate,50000000.0
2077551-9,Capital Traders,IT Services,50000000.0
3340473-8,Pak Traders,Pharmaceuticals,50000000.0
7219795-7,Metro Traders,Textile,50000000.0
5808530-5,Apex Holdings,Construction,50000000.0
1230505-9,Summit Traders,Construction,50000000.0
4151099-2,Star Associates,Food & Beverage,50000000.0
4140606-5,Crescent International,Import/Export,50000000.0
3963913-9,Royal Builders,Import/Export,50000000.0
3023398-8,Metro (Pvt) Ltd,Construction,50000000.0
2485150-5,Apex Enterprises,Construction,50000000.0
4528128-2,Allied (Pvt) Ltd,Import/Export,500000000.0
6972579-6,Global Associates,Real Estate,50000000.0
4440920-7,Metro Industries,Real Estate,50000000.0
6796105-2,Premier Traders,Real Estate,500000000.0
9695015-4,Metro Associates,Logistics,500000000.0
1128127-5,Capital Traders,Textile,50000000.0
9742222-7,Global Traders,Food & Beverage,500000000.0
9302926-3,Summit Associates,Real Estate,500000000.0
6650393-1,Royal Builders,Import/Export,50000000.0
5635800-5,Global Enterprises,Textile,50000000.0
9201048-6,Royal Associates,Food & Beverage,500000000.0
1286203-2,Pak Enterprises,IT Services,50000000.0
7901283-3,United Enterprises,Food & Beverage,50000000.0
1349579-6,Star (Pvt) Ltd,Food & Beverage,50000000.0
4825931-5,Summit Industries,Pharmaceuticals,500000000.0
4983343-5,Apex Traders,Pharmaceuticals,50000000.0
7263229-8,Summit Builders,Logistics,50000000.0
2273923-5,Premier Enterprises,Food & Beverage,50000000.0
8368166-8,Global (Pvt) Ltd,Food & Beverage,50000000.0
5977530-2,Allied Traders,Pharmaceuticals,500000000.0
1708783-7,Premier Associates,Logistics,50000000.0
2931398-9,United Associates,Pharmaceuticals,50000000.0
9774964-4,Pak International,Construction,50000000.0
1965372-1,United Holdings,Import/Export,500000000.0
2479006-9,Allied Associates,Construction,50000000.0
5775240-0,Star International,Trading,500000000.0
9121763-3,Star Holdings,Real Estate,50000000.0
4575261-1,Crescent Holdings,Real Estate,500000000.0
3523161-1,Pak Associates,Trading,50000000.0
7933546-3,Metro (Pvt) Ltd,Real Estate,50000000.0
2260546-8,Premier Industries,IT Services,50000000.0
1856910-9,Royal Enterprises,IT Services,50000000.0
3774562-0,Metro Enterprises,Construction,50000000.0
3577291-8,Pak International,Pharmaceuticals,500000000.0
1664801-4,Royal Industries,Logistics,50000000.0
2209664-8,Royal Associates,Logistics,50000000.0
1829862-5,United Builders,Real Estate,500000000.0
5033485-9,Summit Builders,Import/Export,50000000.0
1954383-5,Capital (Pvt) Ltd,Real Estate,50000000.0
1439054-0,Royal Traders,Trading,50000000.0
6644984-8,Summit Enterprises,Construction,50000000.0
9164966-1,Premier Associates,Logistics,50000000.0
9757319-3,Star Industries,Construction,50000000.0
9236020-8,Royal Traders,Trading,50000000.0
3921698-7,Capital Traders,Textile,500000000.0
6547353-8,Apex International,Import/Export,50000000.0
3328449-0,Star (Pvt) Ltd,Construction,50000000.0
4124717-2,Allied Enterprises,Import/Export,50000000.0
4862981-2,Star Industries,Trading,50000000.0
6021527-7,Summit Holdings,Import/Export,50000000.0
5447711-8,United Builders,Trading,500000000.0
9764613-4,Pak Industries,Real Estate,50000000.0
1954312-9,Apex Traders,Trading,500000000.0
7225499-7,Royal Industries,Food & Beverage,50000000.0
9943680-3,Pak Traders,IT Services,500000000.0
5538700-5,Premier Associates,Real Estate,50000000.0
3012712-8,Star Industries,Pharmaceuticals,50000000.0
8482532-3,Star Builders,IT Services,50000000.0
8162065-8,Pak Enterprises,Construction,50000000.0
5588775-1,Summit (Pvt) Ltd,Import/Export,50000000.0
5628252-2,Global Enterprises,Trading,50000000.0
4781865-5,Capital Holdings,Import/Export,50000000.0
2551036-9,Crescent Holdings,Trading,500000000.0
2073817-4,Capital Enterprises,Import/Export,50000000.0
7540009-3,Summit (Pvt) Ltd,Food & Beverage,50000000.0
7794369-6,Pak (Pvt) Ltd,Real Estate,50000000.0
5857523-3,Star International,Construction,50000000.0
7800050-2,Global International,Logistics,50000000.0
5445115-6,Summit Associates,IT Services,500000000.0
4959317-1,Summit Holdings,Logistics,50000000.0
4407167-6,Summit Builders,Trading,50000000.0
6291418-8,Allied Traders,Pharmaceuticals,50000000.0
1240549-0,United Industries,Food & Beverage,50000000.0
8730896-0,Capital International,IT Services,50000000.0
8660573-6,Allied (Pvt) Ltd,Real Estate,50000000.0
4830471-8,Star International,Import/Export,50000000.0
5905685-8,Capital Builders,Pharmaceuticals,500000000.0
3974588-6,Capital International,Import/Export,50000000.0
9069043-2,Pak Enterprises,IT Services,50000000.0
3519340-4,Capital Builders,Pharmaceuticals,50000000.0
8580260-5,Premier (Pvt) Ltd,Construction,50000000.0
9381926-2,Metro Builders,Food & Beverage,50000000.0
3701174-7,Metro Traders,Real Estate,500000000.0
3046216-3,Star International,Trading,50000000.0
7085167-2,Crescent Traders,Construction,50000000.0
4682821-6,Pak (Pvt) Ltd,Construction,500000000.0
1850427-9,Capital International,IT Services,50000000.0
6538905-7,Allied International,Trading,50000000.0
5223332-1,Metro Associates,Logistics,50000000.0
9490024-5,Capital (Pvt) Ltd,Import/Export,50000000.0
9196344-0,Capital Industries,Food & Beverage,500000000.0
4198957-4,Apex Holdings,Pharmaceuticals,50000000.0
5947736-1,United Industries,Pharmaceuticals,500000000.0
9888709-3,Royal Holdings,Construction,50000000.0
4067012-4,Pak International,Trading,50000000.0
4168186-5,Royal Builders,Trading,50000000.0
3894094-9,Metro Industries,Pharmaceuticals,50000000.0
9559600-0,Metro Builders,Real Estate,50000000.0
3712769-9,Metro (Pvt) Ltd,Food & Beverage,500000000.0
5710193-0,Pak Traders,Import/Export,50000000.0
5780411-4,Royal (Pvt) Ltd,Real Estate,50000000.0
1115556-3,Pak Enterprises,Trading,500000000.0
1288219-7,Apex International,Construction,50000000.0
9516515-7,Crescent Holdings,Trading,50000000.0
2755023-8,Star Builders,Trading,50000000.0
6550819-2,Allied Holdings,Textile,500000000.0
9595163-8,Metro (Pvt) Ltd,Textile,50000000.0
6593879-0,Global Associates,Food & Beverage,50000000.0
2985022-3,Summit Traders,Logistics,50000000.0
8901534-3,Star Industries,Pharmaceuticals,50000000.0
3355482-2,Capital Builders,Food & Beverage,50000000.0
8575616-3,Summit International,Food & Beverage,50000000.0
1189062-4,Metro (Pvt) Ltd,Pharmaceuticals,50000000.0
6755903-2,Star (Pvt) Ltd,Trading,500000000.0
3074569-2,Summit Builders,Textile,500000000.0
8190143-3,Capital Enterprises,Pharmaceuticals,50000000.0
3919091-1,Pak Associates,Construction,50000000.0
7566878-0,Capital Associates,Textile,50000000.0
7867909-7,Premier Traders,Pharmaceuticals,50000000.0
8830832-8,United Industries,Real Estate,50000000.0
8358110-4,Premier Enterprises,IT Services,500000000.0
6902377-0,Star Builders,Logistics,50000000.0
3629223-3,United Associates,Construction,50000000.0
4498771-0,Apex Associates,Textile,50000000.0
2585429-6,Pak Industries,Food & Beverage,500000000.0
1086511-0,Star Associates,Food & Beverage,50000000.0
9535838-9,Apex (Pvt) Ltd,Logistics,50000000.0
7742309-8,Capital (Pvt) Ltd,Food & Beverage,50000000.0
5163047-0,Global (Pvt) Ltd,Food & Beverage,500000000.0
7528522-4,Royal International,IT Services,50000000.0
3562560-4,Global Builders,Logistics,50000000.0
9125519-0,Pak Traders,Construction,50000000.0
9640392-0,Pak Builders,Logistics,50000000.0
8317178-5,Crescent Holdings,Textile,50000000.0
1590504-7,Crescent Enterprises,Food & Beverage,50000000.0
4144634-3,Crescent Associates,Textile,50000000.0
3721511-7,Summit Builders,Real Estate,50000000.0
9426336-3,Star (Pvt) Ltd,Import/Export,50000000.0
3141720-2,Summit International,Trading,500000000.0
7995063-8,Royal Enterprises,Pharmaceuticals,50000000.0
4462884-9,United Industries,Construction,50000000.0
4300234-2,Capital Industries,Pharmaceuticals,50000000.0
3080591-8,Crescent Associates,IT Services,50000000.0
4225342-7,Pak (Pvt) Ltd,Textile,500000000.0
2297966-1,Global Enterprises,Trading,50000000.0
4193464-9,Pak Builders,Construction,500000000.0
6974522-7,Apex Builders,Pharmaceuticals,50000000.0
1880180-5,Capital Associates,IT Services,50000000.0
2068936-5,Capital International,IT Services,50000000.0
3055870-5,Metro Associates,Import/Export,50000000.0
3438046-2,Apex Holdings,Pharmaceuticals,500000000.0
9592580-9,Premier Industries,Textile,500000000.0
7808351-7,Royal Associates,Real Estate,50000000.0
1764132-3,Summit Enterprises,Construction,500000000.0
7257286-6,Pak Traders,Logistics,50000000.0
4163281-0,Capital Builders,Import/Export,50000000.0
5454605-6,Premier Industries,Trading,50000000.0
2441984-4,Royal (Pvt) Ltd,Real Estate,50000000.0
3798427-9,Metro (Pvt) Ltd,Food & Beverage,50000000.0
6943217-9,Global Traders,Food & Beverage,500000000.0
9997550-7,Metro (Pvt) Ltd,Construction,50000000.0
7767475-5,Capital Builders,Food & Beverage,50000000.0
3495650-3,Apex Holdings,Textile,500000000.0
4803531-5,Metro International,Construction,50000000.0
2942679-3,Pak Associates,IT Services,500000000.0
2484785-6,Pak Enterprises,Pharmaceuticals,500000000.0
4714632-1,Royal Traders,Pharmaceuticals,50000000.0
6209045-2,Crescent Traders,IT Services,50000000.0
9611116-3,Crescent Traders,Trading,50000000.0
8935548-5,Metro International,IT Services,50000000.0
9817731-9,United International,Logistics,50000000.0
5516143-7,Global Enterprises,IT Services,50000000.0
4382200-7,Premier Associates,Real Estate,500000000.0
7163194-8,Premier (Pvt) Ltd,Textile,50000000.0
1317883-9,Royal (Pvt) Ltd,Textile,50000000.0
7303390-4,Global Enterprises,Trading,500000000.0
9097421-6,Summit Builders,Construction,50000000.0
4048240-1,Apex (Pvt) Ltd,Pharmaceuticals,500000000.0
8501707-9,Crescent (Pvt) Ltd,Pharmaceuticals,500000000.0
9661241-9,Star Industries,Import/Export,50000000.0
8798574-4,Premier Builders,Trading,50000000.0
7516830-1,Pak Holdings,Textile,500000000.0
9032458-7,Capital Industries,Construction,50000000.0
6161681-0,Summit Enterprises,Logistics,500000000.0
9751848-8,Metro Builders,IT Services,50000000.0
5579061-2,Summit (Pvt) Ltd,Import/Export,50000000.0
9281649-2,Star Builders,Trading,50000000.0
2298596-0,Capital Traders,Trading,50000000.0
8196066-5,Metro Associates,Food & Beverage,50000000.0
7278832-0,Pak Associates,IT Services,500000000.0
9557486-9,United (Pvt) Ltd,Pharmaceuticals,500000000.0
9656021-1,Pak Traders,Import/Export,500000000.0
3766411-7,Royal Industries,Textile,500000000.0
8163561-4,United Industries,IT Services,50000000.0
2461208-5,Crescent Holdings,Food & Beverage,50000000.0
7164414-9,Apex International,IT Services,50000000.0
8922500-8,Apex Builders,Textile,500000000.0
7974508-0,Allied Traders,Textile,50000000.0
2496010-0,Capital Traders,IT Services,50000000.0
7511840-6,Royal Builders,Real Estate,500000000.0
9424414-9,Star Traders,Pharmaceuticals,50000000.0
1365741-5,United Builders,Construction,50000000.0
6891654-1,United Builders,IT Services,500000000.0
1803891-4,Capital Industries,Textile,50000000.0
2199198-5,Metro International,Logistics,50000000.0
9321420-6,Pak Traders,Textile,50000000.0
7214288-6,Pak Builders,Logistics,50000000.0
7693678-4,Allied Holdings,Logistics,500000000.0
2296530-5,Crescent Builders,Real Estate,50000000.0
1275808-7,Premier International,Pharmaceuticals,50000000.0
4522030-5,Premier (Pvt) Ltd,Logistics,50000000.0
5147826-5,Crescent Enterprises,Logistics,50000000.0
8676915-8,Global Builders,IT Services,50000000.0
3089317-8,Premier Associates,Food & Beverage,500000000.0
6880359-3,Premier (Pvt) Ltd,Food & Beverage,50000000.0
7213044-7,Allied Holdings,Trading,50000000.0
8275516-8,Crescent Holdings,Textile,50000000.0
3734742-7,Capital Industries,IT Services,50000000.0
6143800-7,United Traders,Import/Export,50000000.0
9562742-2,Pak Holdings,Real Estate,50000000.0
2443985-8,Crescent (Pvt) Ltd,Import/Export,50000000.0
4556331-1,Global Traders,Real Estate,50000000.0
6887019-1,Royal Industries,Real Estate,50000000.0
4124518-0,Capital Traders,Import/Export,50000000.0
5966954-1,Metro Industries,Import/Export,50000000.0
4259016-5,Crescent Industries,Import/Export,50000000.0
9535491-5,Royal Associates,Pharmaceuticals,50000000.0
9449048-6,Premier Associates,Logistics,500000000.0
7108923-4,Metro Traders,Trading,500000000.0
9659260-7,Metro Traders,Import/Export,500000000.0
9291382-3,Metro Traders,Logistics,500000000.0
6403188-9,Allied Holdings,Import/Export,50000000.0
1920036-3,Global Holdings,Food & Beverage,50000000.0
9130538-2,Capital (Pvt) Ltd,Real Estate,50000000.0
2855701-9,Metro Builders,Pharmaceuticals,500000000.0
7782079-8,Crescent Associates,Construction,50000000.0
6799880-9,Global Holdings,Logistics,500000000.0
4309550-5,Capital (Pvt) Ltd,Pharmaceuticals,50000000.0
7672102-5,Royal Builders,Logistics,50000000.0
9148462-6,Metro Holdings,Construction,50000000.0
2444478-4,Crescent Enterprises,Textile,50000000.0
1233186-0,United Enterprises,Textile,50000000.0
1445034-1,Pak Enterprises,Textile,50000000.0
3163851-1,Royal (Pvt) Ltd,Trading,50000000.0
4532010-0,Allied Enterprises,IT Services,50000000.0
3290079-3,Royal Industries,Food & Beverage,50000000.0
4087459-6,Premier Enterprises,Trading,50000000.0
5364192-3,Capital Industries,Textile,500000000.0
6355793-5,Global Associates,Textile,50000000.0
5818344-9,Summit Builders,Food & Beverage,500000000.0
2793216-1,Premier Associates,Trading,50000000.0
6123889-1,Star Associates,Food & Beverage,50000000.0
9738153-9,Capital Holdings,Textile,500000000.0
6330246-2,Royal International,Textile,50000000.0
9695783-2,Royal Industries,Pharmaceuticals,50000000.0
1224838-7,Pak (Pvt) Ltd,Food & Beverage,50000000.0
8895437-3,Summit Enterprises,IT Services,50000000.0
5638749-9,Summit International,Logistics,50000000.0
9053706-4,Summit Associates,Logistics,50000000.0
5836426-1,Summit Builders,Textile,50000000.0
7627999-4,Premier Builders,Pharmaceuticals,50000000.0
8898472-7,Crescent Industries,Textile,50000000.0
7748400-6,United Enterprises,Real Estate,500000000.0
2833569-5,Pak (Pvt) Ltd,Construction,500000000.0
6025989-4,United Enterprises,Trading,50000000.0
3076729-7,Apex (Pvt) Ltd,Food & Beverage,50000000.0
5264240-7,Crescent Holdings,Logistics,50000000.0
7941621-6,Crescent Industries,Pharmaceuticals,500000000.0
1924322-0,Premier Builders,Textile,500000000.0
3941849-2,United Builders,Textile,50000000.0
1956727-6,Global Builders,Food & Beverage,50000000.0
3718651-7,Metro Associates,Textile,500000000.0
4895474-8,Global Associates,Trading,500000000.0
8837370-1,Metro International,Real Estate,50000000.0
4509227-0,Crescent Builders,Pharmaceuticals,50000000.0
4110122-6,United Holdings,Trading,500000000.0
2304419-5,Apex Traders,IT Services,50000000.0
9826800-9,Global Associates,Construction,50000000.0
6622382-7,Star Builders,Import/Export,50000000.0
3045377-7,Summit Traders,Trading,50000000.0
4679765-7,United Builders,Trading,50000000.0
9648929-7,Summit Industries,Construction,500000000.0
9499675-2,United Holdings,Textile,50000000.0
8889679-9,Crescent International,Trading,50000000.0
5024390-5,Pak Traders,Trading,50000000.0
9036090-8,Pak Traders,Logistics,500000000.0
5903331-6,Allied Builders,Trading,50000000.0
2001597-5,Apex Builders,Trading,50000000.0
2073843-8,Global (Pvt) Ltd,Construction,50000000.0
1554531-8,Pak (Pvt) Ltd,Logistics,50000000.0
1799985-5,Crescent (Pvt) Ltd,Construction,500000000.0
7951514-2,Premier Holdings,IT Services,50000000.0
8184074-6,United Holdings,Pharmaceuticals,50000000.0
4811259-7,Allied Industries,Construction,50000000.0
6214821-5,Royal Holdings,Construction,500000000.0
5879834-3,Summit (Pvt) Ltd,Pharmaceuticals,500000000.0
6551163-5,United (Pvt) Ltd,Import/Export,50000000.0
4792518-9,United Traders,Textile,500000000.0
6221955-3,Pak Holdings,Pharmaceuticals,50000000.0
3076961-3,Global Enterprises,IT Services,50000000.0
2864513-1,Royal Associates,Food & Beverage,50000000.0
6622929-3,Premier Holdings,Textile,500000000.0
1508214-3,Allied Associates,Pharmaceuticals,50000000.0
3981424-4,Metro Enterprises,Logistics,50000000.0
1457270-3,Summit (Pvt) Ltd,Pharmaceuticals,50000000.0
8977635-3,Crescent Builders,IT Services,50000000.0
6184435-1,Premier Holdings,Construction,50000000.0
2409830-2,Capital Builders,Real Estate,50000000.0
6263131-5,Premier Builders,Food & Beverage,50000000.0
5082876-8,Premier Industries,Construction,50000000.0
5949689-9,Royal Holdings,Textile,500000000.0
5478384-3,Royal Traders,Food & Beverage,500000000.0
8994978-1,United International,Trading,500000000.0
2056112-1,Capital (Pvt) Ltd,Textile,500000000.0
9661212-0,Pak International,Trading,50000000.0
6310752-6,Global (Pvt) Ltd,Textile,50000000.0
2045594-9,Metro International,Logistics,500000000.0
9850690-7,Summit Enterprises,Trading,50000000.0
9946854-7,Premier Builders,IT Services,500000000.0
9849508-4,Global Enterprises,IT Services,50000000.0
4319184-7,Premier Enterprises,Food & Beverage,50000000.0
9976358-3,United Industries,Textile,50000000.0
4943304-1,Metro International,Construction,50000000.0
3428712-9,Apex Builders,IT Services,50000000.0
6959969-4,Premier Industries,Textile,500000000.0
1581323-7,United Enterprises,Real Estate,50000000.0
7456922-3,Summit Traders,IT Services,500000000.0
6465004-2,Pak Enterprises,IT Services,50000000.0
2910679-8,Star International,Construction,500000000.0
2237776-1,Metro Industries,Textile,50000000.0
8881646-9,Global Enterprises,Real Estate,500000000.0
1401061-4,Apex Associates,IT Services,500000000.0
6339558-1,Royal (Pvt) Ltd,Import/Export,50000000.0
1270411-1,Pak Industries,Logistics,50000000.0
1416293-3,Apex Industries,Food & Beverage,50000000.0
7763826-3,Crescent Associates,Food & Beverage,50000000.0
3549421-9,Summit Builders,Import/Export,50000000.0
8068757-7,Royal Associates,Food & Beverage,500000000.0
7847240-1,Global Holdings,Logistics,50000000.0
6413306-9,Apex Associates,Logistics,50000000.0
6367547-5,Allied International,Import/Export,50000000.0
5585745-9,Star Associates,Trading,500000000.0
4337124-5,Global Holdings,Logistics,50000000.0
3351856-7,Royal Traders,Construction,500000000.0
3202036-2,Star Builders,IT Services,50000000.0
4147671-4,Pak Enterprises,Import/Export,50000000.0
3732088-4,Apex (Pvt) Ltd,Real Estate,50000000.0
4383388-0,Capital Holdings,Trading,50000000.0
8772993-1,Royal Industries,Real Estate,50000000.0
6419794-2,Apex Industries,Pharmaceuticals,50000000.0
4330533-0,Pak Associates,Textile,50000000.0
5777700-2,Apex Associates,Import/Export,50000000.0
7224392-5,Pak Traders,Textile,50000000.0
8451328-4,Royal Traders,IT Services,50000000.0
3931882-2,Apex (Pvt) Ltd,Construction,50000000.0
3441073-2,Capital International,Logistics,50000000.0
3172821-0,Star Industries,Pharmaceuticals,500000000.0
5853720-5,Crescent Enterprises,Trading,50000000.0
3464346-8,Allied (Pvt) Ltd,Construction,500000000.0
6484838-4,Crescent Traders,Import/Export,50000000.0
1305456-6,United Associates,Real Estate,50000000.0
4117378-1,United Holdings,Textile,500000000.0
2557248-4,Crescent Enterprises,Textile,500000000.0
7969045-9,Star Associates,Trading,50000000.0
8036964-0,Royal Traders,Import/Export,500000000.0
3677648-5,Summit Traders,Logistics,500000000.0
7688587-9,Crescent (Pvt) Ltd,Food & Beverage,500000000.0
7568386-5,Crescent Holdings,Trading,50000000.0
8810956-0,Allied Associates,Pharmaceuticals,50000000.0
9214754-0,Apex (Pvt) Ltd,Logistics,500000000.0
6070599-3,Royal (Pvt) Ltd,IT Services,50000000.0
9287922-5,United Enterprises,Pharmaceuticals,500000000.0
4709544-9,Crescent Builders,Trading,50000000.0
3097920-2,Pak International,Food & Beverage,500000000.0
8095756-7,Allied Enterprises,Logistics,50000000.0
7385732-3,Capital Builders,Pharmaceuticals,50000000.0
6153879-5,United (Pvt) Ltd,Food & Beverage,500000000.0
8143940-3,Allied (Pvt) Ltd,Textile,50000000.0
4415044-5,Apex Associates,Trading,50000000.0
1811452-0,Metro Holdings,Logistics,50000000.0
5110662-9,Global International,Real Estate,50000000.0
4212602-4,Star Industries,Trading,50000000.0
1243075-3,Star Industries,IT Services,50000000.0
7451675-8,Royal Associates,Textile,50000000.0
9669277-1,Pak Enterprises,Construction,500000000.0
1715668-1,Apex Associates,Logistics,50000000.0
8325939-3,United Associates,Trading,50000000.0
1052960-2,Global Enterprises,Textile,50000000.0
2316946-0,Royal (Pvt) Ltd,Import/Export,50000000.0
3139382-3,United International,Import/Export,50000000.0
6213898-9,Summit Associates,Trading,500000000.0
6906765-3,United Industries,Logistics,50000000.0
8014479-8,Star Holdings,Textile,50000000.0
9352176-5,Capital Enterprises,Pharmaceuticals,50000000.0
9214238-8,Capital (Pvt) Ltd,Pharmaceuticals,50000000.0
7609205-0,Global Industries,Pharmaceuticals,50000000.0
1376611-3,Crescent (Pvt) Ltd,Import/Export,500000000.0
2001395-3,Allied Enterprises,Construction,500000000.0
2255783-6,Royal (Pvt) Ltd,Construction,50000000.0
4140884-4,Star Industries,Construction,50000000.0
2885754-9,Apex International,Real Estate,50000000.0
7021567-8,Royal (Pvt) Ltd,IT Services,50000000.0
3040813-9,Global Holdings,Logistics,50000000.0
6407161-7,Apex (Pvt) Ltd,Food & Beverage,50000000.0
3037628-9,Apex Enterprises,Trading,50000000.0
4754147-9,Metro Associates,Textile,50000000.0
4196288-5,United Builders,Logistics,50000000.0
3360822-8,United Enterprises,Food & Beverage,50000000.0
3553135-2,Capital Industries,IT Services,500000000.0
